GS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
GSE17721_POLYIC_VS_GARDIQUIMOD_24H_BMDM_UP	162	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_GARDIQUIMOD_24H_BMDM_UP	-0.18825	-0.88543	0.7348	0.8759	1	0.105	0.0738	0.0984	0.86452	0.136
GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_MAC_UP	150	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_MAC_UP	-0.19428	-0.88447	0.6617	0.87733	1	0.233	0.225	0.183	0.8664	0.139
GSE360_L_DONOVANI_VS_L_MAJOR_DC_DN	145	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_L_DONOVANI_VS_L_MAJOR_DC_DN	-0.1992	-0.88402	0.6948	0.87727	1	0.283	0.214	0.225	0.86635	0.137
GSE3982_MAST_CELL_VS_DC_UP	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_MAST_CELL_VS_DC_UP	-0.20009	-0.88322	0.6552	0.8783	1	0.262	0.216	0.208	0.86853	0.139
GSE360_DC_VS_MAC_DN	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_DC_VS_MAC_DN	-0.19767	-0.88181	0.6982	0.88095	1	0.269	0.227	0.211	0.87081	0.146
GSE13229_MATURE_VS_INTMATURE_NKCELL_UP	109	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13229_MATURE_VS_INTMATURE_NKCELL_UP	-0.2356	-0.88117	0.6635	0.88156	1	0.193	0.117	0.172	0.87142	0.146
GSE17721_CTRL_VS_LPS_1H_BMDM_DN	141	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_LPS_1H_BMDM_DN	-0.20984	-0.88102	0.6748	0.88071	1	0.184	0.133	0.162	0.87043	0.145
GSE3982_CTRL_VS_PMA_STIM_EOSINOPHIL_DN	129	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_CTRL_VS_PMA_STIM_EOSINOPHIL_DN	-0.21973	-0.88088	0.651	0.87986	1	0.364	0.257	0.273	0.86916	0.144
GSE27786_LSK_VS_NEUTROPHIL_DN	145	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_LSK_VS_NEUTROPHIL_DN	-0.19423	-0.88051	0.6974	0.87954	1	0.193	0.147	0.167	0.87015	0.141
GSE29618_PRE_VS_DAY7_FLU_VACCINE_MONOCYTE_DN	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_PRE_VS_DAY7_FLU_VACCINE_MONOCYTE_DN	-0.17046	-0.87967	0.7939	0.88072	1	0.237	0.233	0.184	0.87009	0.14
GSE17721_POLYIC_VS_GARDIQUIMOD_4H_BMDM_DN	177	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_GARDIQUIMOD_4H_BMDM_DN	-0.19205	-0.8793	0.6777	0.8805	1	0.254	0.222	0.201	0.87061	0.14
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN	142	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN	-0.2079	-0.87898	0.6691	0.88009	1	0.155	0.118	0.138	0.87059	0.138
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_72H_CD4_TCELL_UP	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_72H_CD4_TCELL_UP	-0.20597	-0.87833	0.6857	0.88056	1	0.228	0.169	0.192	0.8706	0.136
GSE22886_NEUTROPHIL_VS_DC_DN	191	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NEUTROPHIL_VS_DC_DN	-0.15696	-0.87787	0.7297	0.88063	1	0.309	0.289	0.223	0.86996	0.135
GSE8515_CTRL_VS_IL6_4H_STIM_MAC_UP	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE8515_CTRL_VS_IL6_4H_STIM_MAC_UP	-0.18756	-0.87681	0.7032	0.88219	1	0.288	0.241	0.222	0.87288	0.137
GSE39820_TGFBETA3_IL6_VS_TGFBETA3_IL6_IL23A_TREATED_CD4_TCELL_DN	147	http://www.broadinstitute.org/gsea/msigdb/cards/GSE39820_TGFBETA3_IL6_VS_TGFBETA3_IL6_IL23A_TREATED_CD4_TCELL_DN	-0.19473	-0.87583	0.7818	0.88369	1	0.204	0.175	0.17	0.87398	0.14
GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDM_UP	155	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDM_UP	-0.18808	-0.87511	0.7759	0.88438	1	0.232	0.192	0.19	0.87422	0.137
GSE14308_TH1_VS_NATURAL_TREG_UP	170	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14308_TH1_VS_NATURAL_TREG_UP	-0.17512	-0.87506	0.7715	0.88325	1	0.282	0.243	0.217	0.87303	0.136
GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDM_DN	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDM_DN	-0.18504	-0.87419	0.738	0.88436	1	0.319	0.245	0.244	0.87441	0.141
GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_DN	151	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_DN	-0.26491	-0.874	0.5829	0.88359	1	0.285	0.201	0.23	0.87342	0.14
GSE17721_0.5H_VS_12H_POLYIC_BMDM_DN	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_12H_POLYIC_BMDM_DN	-0.19355	-0.87387	0.716	0.88273	1	0.285	0.227	0.223	0.87251	0.135
GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP	-0.20808	-0.87377	0.6802	0.88171	1	0.19	0.136	0.166	0.87126	0.135
GSE24634_NAIVE_CD4_TCELL_VS_DAY3_IL4_CONV_TREG_UP	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24634_NAIVE_CD4_TCELL_VS_DAY3_IL4_CONV_TREG_UP	-0.18635	-0.8736	0.7264	0.8809	1	0.242	0.195	0.197	0.87076	0.132
GSE17721_POLYIC_VS_CPG_1H_BMDM_UP	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_CPG_1H_BMDM_UP	-0.16829	-0.87336	0.7942	0.88027	1	0.323	0.288	0.233	0.87149	0.13
GSE1432_1H_VS_6H_IFNG_MICROGLIA_DN	186	http://www.broadinstitute.org/gsea/msigdb/cards/GSE1432_1H_VS_6H_IFNG_MICROGLIA_DN	-0.21848	-0.87255	0.6088	0.88131	1	0.296	0.243	0.227	0.87294	0.132
GSE9650_GP33_VS_GP276_LCMV_SPECIFIC_EXHAUSTED_CD8_TCELL_DN	182	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9650_GP33_VS_GP276_LCMV_SPECIFIC_EXHAUSTED_CD8_TCELL_DN	-0.16451	-0.87246	0.7793	0.88039	1	0.236	0.249	0.18	0.87202	0.13
GSE39820_CTRL_VS_TGFBETA1_IL6_CD4_TCELL_DN	182	http://www.broadinstitute.org/gsea/msigdb/cards/GSE39820_CTRL_VS_TGFBETA1_IL6_CD4_TCELL_DN	-0.19348	-0.8723	0.6591	0.87957	1	0.209	0.203	0.169	0.87189	0.128
GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH2_UP	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH2_UP	-0.21113	-0.87222	0.6852	0.87855	1	0.231	0.175	0.193	0.87066	0.127
GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_AT_DX_UP	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_AT_DX_UP	-0.19163	-0.87086	0.6769	0.88108	1	0.202	0.167	0.171	0.87275	0.129
GSE17721_POLYIC_VS_PAM3CSK4_12H_BMDM_DN	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_PAM3CSK4_12H_BMDM_DN	-0.1676	-0.87041	0.8238	0.88112	1	0.308	0.277	0.226	0.87292	0.132
GSE17721_4H_VS_24H_POLYIC_BMDM_DN	183	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_4H_VS_24H_POLYIC_BMDM_DN	-0.17729	-0.86937	0.7518	0.88269	1	0.251	0.242	0.193	0.87503	0.131
GSE17721_PAM3CSK4_VS_CPG_16H_BMDM_DN	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_PAM3CSK4_VS_CPG_16H_BMDM_DN	-0.19615	-0.86932	0.7273	0.88159	1	0.192	0.178	0.16	0.87414	0.13
GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN	183	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN	-0.18367	-0.86927	0.7301	0.88049	1	0.295	0.274	0.217	0.87292	0.126
GSE360_CTRL_VS_L_DONOVANI_MAC_UP	170	http://www.broadinstitute.org/gsea/msigdb/cards/GSE360_CTRL_VS_L_DONOVANI_MAC_UP	-0.19724	-0.86831	0.6848	0.88188	1	0.265	0.233	0.206	0.87337	0.127
GSE13306_TREG_VS_TCONV_LAMINA_PROPRIA_UP	160	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13306_TREG_VS_TCONV_LAMINA_PROPRIA_UP	-0.20307	-0.86757	0.709	0.88266	1	0.169	0.146	0.146	0.87474	0.129
GSE17721_POLYIC_VS_CPG_4H_BMDM_UP	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_CPG_4H_BMDM_UP	-0.16833	-0.86748	0.8075	0.88167	1	0.166	0.164	0.14	0.87351	0.124
GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDM_UP	144	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDM_UP	-0.19744	-0.86725	0.7542	0.88098	1	0.208	0.189	0.171	0.87257	0.124
GSE6269_FLU_VS_E_COLI_INF_PBMC_DN	112	http://www.broadinstitute.org/gsea/msigdb/cards/GSE6269_FLU_VS_E_COLI_INF_PBMC_DN	-0.22387	-0.86707	0.6867	0.88013	1	0.161	0.12	0.143	0.87217	0.124
GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_DN	188	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_DN	-0.22253	-0.86628	0.6635	0.88104	1	0.149	0.0908	0.137	0.87366	0.123
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_UP	155	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_UP	-0.20644	-0.86617	0.7563	0.88011	1	0.265	0.207	0.212	0.87283	0.122
GSE39820_CTRL_VS_IL1B_IL6_CD4_TCELL_UP	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE39820_CTRL_VS_IL1B_IL6_CD4_TCELL_UP	-0.19515	-0.86578	0.7683	0.87988	1	0.107	0.0523	0.102	0.8729	0.122
GSE17721_0.5H_VS_12H_CPG_BMDM_DN	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_12H_CPG_BMDM_DN	-0.18904	-0.86569	0.7472	0.87889	1	0.223	0.202	0.18	0.87169	0.121
GSE17721_PAM3CSK4_VS_CPG_8H_BMDM_UP	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_PAM3CSK4_VS_CPG_8H_BMDM_UP	-0.17139	-0.8649	0.8571	0.87971	1	0.279	0.253	0.211	0.87235	0.12
GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_DN	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11057_NAIVE_VS_EFF_MEMORY_CD4_TCELL_DN	-0.2205	-0.86442	0.6841	0.87987	1	0.207	0.136	0.181	0.87252	0.121
GSE17721_12H_VS_24H_LPS_BMDM_UP	171	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_12H_VS_24H_LPS_BMDM_UP	-0.20156	-0.86335	0.695	0.88144	1	0.251	0.194	0.205	0.87377	0.122
GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_DN	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_DN	-0.18731	-0.86202	0.7482	0.8837	1	0.108	0.0902	0.0999	0.87598	0.125
GSE17721_POLYIC_VS_CPG_12H_BMDM_UP	161	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_CPG_12H_BMDM_UP	-0.1841	-0.86195	0.8029	0.88266	1	0.348	0.294	0.249	0.87478	0.122
GSE12366_PLASMA_CELL_VS_NAIVE_BCELL_UP	147	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12366_PLASMA_CELL_VS_NAIVE_BCELL_UP	-0.19818	-0.86138	0.7188	0.88286	1	0.333	0.261	0.249	0.87521	0.122
GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_DN	165	http://www.broadinstitute.org/gsea/msigdb/cards/GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_DN	-0.2308	-0.85761	0.6622	0.89135	1	0.236	0.18	0.196	0.88525	0.131
GSE17721_0.5H_VS_24H_CPG_BMDM_DN	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_24H_CPG_BMDM_DN	-0.21392	-0.85741	0.701	0.8906	1	0.282	0.203	0.228	0.88404	0.128
GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDM_DN	144	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDM_DN	-0.19761	-0.85707	0.7423	0.89027	1	0.361	0.278	0.264	0.88365	0.127
GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDM_DN	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_PAM3CSK4_VS_GADIQUIMOD_8H_BMDM_DN	-0.18728	-0.85652	0.7398	0.89042	1	0.277	0.217	0.22	0.88362	0.127
GSE25087_FETAL_VS_ADULT_TCONV_DN	143	http://www.broadinstitute.org/gsea/msigdb/cards/GSE25087_FETAL_VS_ADULT_TCONV_DN	-0.19277	-0.85651	0.7328	0.88922	1	0.21	0.195	0.171	0.88242	0.127
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_DN	127	http://www.broadinstitute.org/gsea/msigdb/cards/GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_DN	-0.24766	-0.85639	0.6262	0.88832	1	0.307	0.219	0.242	0.88165	0.125
GSE16522_MEMORY_VS_NAIVE_CD8_TCELL_UP	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE16522_MEMORY_VS_NAIVE_CD8_TCELL_UP	-0.18198	-0.85591	0.8091	0.88837	1	0.244	0.22	0.193	0.88262	0.123
GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_UP	184	http://www.broadinstitute.org/gsea/msigdb/cards/GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_UP	-0.17967	-0.85506	0.6834	0.88929	1	0.234	0.221	0.185	0.88302	0.124
GSE22886_NAIVE_BCELL_VS_BM_PLASMA_CELL_UP	186	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_BCELL_VS_BM_PLASMA_CELL_UP	-0.17941	-0.85453	0.7698	0.88949	1	0.199	0.187	0.164	0.88286	0.123
GSE3982_MAST_CELL_VS_NEUTROPHIL_UP	183	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_MAST_CELL_VS_NEUTROPHIL_UP	-0.16005	-0.85438	0.809	0.88863	1	0.251	0.241	0.194	0.88336	0.122
GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_DN	177	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_DN	-0.22224	-0.85428	0.661	0.88769	1	0.13	0.0767	0.122	0.88271	0.121
GSE9006_HEALTHY_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9006_HEALTHY_VS_TYPE_2_DIABETES_PBMC_AT_DX_DN	-0.18241	-0.85378	0.7519	0.88774	1	0.309	0.259	0.232	0.88211	0.121
GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_DN	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_DN	-0.23295	-0.85286	0.6599	0.88875	1	0.145	0.0818	0.134	0.88407	0.121
GSE17721_0.5H_VS_8H_PAM3CSK4_BMDM_UP	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_8H_PAM3CSK4_BMDM_UP	-0.18463	-0.85265	0.7436	0.88808	1	0.194	0.186	0.16	0.88398	0.118
GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_UP	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13411_NAIVE_BCELL_VS_PLASMA_CELL_UP	-0.1872	-0.85247	0.7936	0.88736	1	0.198	0.178	0.165	0.88336	0.119
GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_DN	142	http://www.broadinstitute.org/gsea/msigdb/cards/GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_DN	-0.19905	-0.85222	0.7615	0.88683	1	0.239	0.2	0.194	0.88241	0.117
GSE3982_DC_VS_CENT_MEMORY_CD4_TCELL_DN	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE3982_DC_VS_CENT_MEMORY_CD4_TCELL_DN	-0.18287	-0.85053	0.823	0.88969	1	0.252	0.222	0.198	0.88457	0.12
GSE24634_NAIVE_CD4_TCELL_VS_DAY5_IL4_CONV_TREG_DN	186	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24634_NAIVE_CD4_TCELL_VS_DAY5_IL4_CONV_TREG_DN	-0.17002	-0.85026	0.7544	0.88916	1	0.371	0.312	0.259	0.8837	0.119
GSE17721_POLYIC_VS_GARDIQUIMOD_2H_BMDM_UP	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_POLYIC_VS_GARDIQUIMOD_2H_BMDM_UP	-0.17381	-0.85015	0.8516	0.88823	1	0.226	0.194	0.185	0.88314	0.118
GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_UP	175	http://www.broadinstitute.org/gsea/msigdb/cards/GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_UP	-0.16544	-0.84755	0.7946	0.89342	1	0.234	0.216	0.186	0.88794	0.122
GSE12366_NAIVE_VS_MEMORY_BCELL_DN	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE12366_NAIVE_VS_MEMORY_BCELL_DN	-0.21615	-0.84666	0.7107	0.89443	1	0.138	0.0879	0.128	0.88851	0.124
GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_DN	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_DN	-0.21846	-0.84552	0.7052	0.89603	1	0.223	0.145	0.194	0.88956	0.124
GSE15659_TREG_VS_TCONV_DN	103	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15659_TREG_VS_TCONV_DN	-0.20191	-0.84433	0.7764	0.89771	1	0.175	0.148	0.15	0.89144	0.125
GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_UP	176	http://www.broadinstitute.org/gsea/msigdb/cards/GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_UP	-0.19015	-0.84431	0.7461	0.89655	1	0.153	0.123	0.136	0.89025	0.123
GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN	178	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN	-0.24015	-0.84419	0.6861	0.89566	1	0.18	0.101	0.164	0.88913	0.119
GSE17974_0H_VS_2H_IN_VITRO_ACT_CD4_TCELL_DN	169	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_0H_VS_2H_IN_VITRO_ACT_CD4_TCELL_DN	-0.19153	-0.84396	0.7426	0.89509	1	0.183	0.179	0.153	0.88938	0.117
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_DN	167	http://www.broadinstitute.org/gsea/msigdb/cards/GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_DN	-0.23978	-0.84286	0.6763	0.89657	1	0.287	0.208	0.231	0.8912	0.12
GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP	183	http://www.broadinstitute.org/gsea/msigdb/cards/GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP	-0.2324	-0.84158	0.6819	0.89839	1	0.18	0.0943	0.166	0.89248	0.123
GSE17721_4_VS_24H_CPG_BMDM_DN	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_4_VS_24H_CPG_BMDM_DN	-0.18066	-0.84126	0.8355	0.89796	1	0.168	0.158	0.143	0.89167	0.123
GSE17974_2.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN	166	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17974_2.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN	-0.1867	-0.84055	0.8008	0.8984	1	0.235	0.233	0.182	0.89238	0.12
GSE31082_CD4_VS_CD8_SP_THYMOCYTE_UP	174	http://www.broadinstitute.org/gsea/msigdb/cards/GSE31082_CD4_VS_CD8_SP_THYMOCYTE_UP	-0.17794	-0.83666	0.8346	0.9064	1	0.155	0.128	0.137	0.90102	0.133
GSE31082_CD4_VS_CD8_SP_THYMOCYTE_DN	153	http://www.broadinstitute.org/gsea/msigdb/cards/GSE31082_CD4_VS_CD8_SP_THYMOCYTE_DN	-0.20603	-0.8365	0.7575	0.90552	1	0.111	0.0764	0.104	0.89991	0.131
GSE27786_LIN_NEG_VS_CD8_TCELL_DN	168	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_LIN_NEG_VS_CD8_TCELL_DN	-0.18954	-0.83599	0.7297	0.90557	1	0.274	0.225	0.215	0.90039	0.13
GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	164	http://www.broadinstitute.org/gsea/msigdb/cards/GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_DN	-0.26648	-0.83465	0.6411	0.90767	1	0.293	0.194	0.239	0.90184	0.133
GSE6269_HEALTHY_VS_FLU_INF_PBMC_DN	144	http://www.broadinstitute.org/gsea/msigdb/cards/GSE6269_HEALTHY_VS_FLU_INF_PBMC_DN	-0.22989	-0.83447	0.6546	0.90692	1	0.299	0.206	0.24	0.90109	0.13
GSE14769_40MIN_VS_360MIN_LPS_BMDM_UP	182	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14769_40MIN_VS_360MIN_LPS_BMDM_UP	-0.16749	-0.8344	0.858	0.90592	1	0.209	0.202	0.169	0.90014	0.126
GSE27786_CD8_TCELL_VS_ERYTHROBLAST_DN	124	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_CD8_TCELL_VS_ERYTHROBLAST_DN	-0.18937	-0.83403	0.8114	0.90553	1	0.29	0.218	0.229	0.90001	0.126
GSE14769_40MIN_VS_360MIN_LPS_BMDM_DN	165	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14769_40MIN_VS_360MIN_LPS_BMDM_DN	-0.16615	-0.83339	0.8318	0.90583	1	0.158	0.148	0.136	0.90009	0.126
GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_DN	189	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_DN	-0.17834	-0.83339	0.7569	0.90466	1	0.201	0.194	0.164	0.89892	0.123
GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_DN	181	http://www.broadinstitute.org/gsea/msigdb/cards/GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_DN	-0.19425	-0.8333	0.7085	0.90369	1	0.254	0.217	0.202	0.89777	0.121
GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_DN	139	http://www.broadinstitute.org/gsea/msigdb/cards/GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_DN	-0.21671	-0.83245	0.7387	0.90444	1	0.158	0.112	0.142	0.89976	0.12
GSE17721_0.5H_VS_8H_LPS_BMDM_DN	163	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_0.5H_VS_8H_LPS_BMDM_DN	-0.1775	-0.83165	0.8321	0.90514	1	0.166	0.13	0.146	0.90036	0.12
GSE17721_LPS_VS_POLYIC_24H_BMDM_UP	179	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_POLYIC_24H_BMDM_UP	-0.17062	-0.83069	0.8665	0.90619	1	0.268	0.234	0.208	0.90129	0.121
GSE27786_LSK_VS_MONO_MAC_DN	141	http://www.broadinstitute.org/gsea/msigdb/cards/GSE27786_LSK_VS_MONO_MAC_DN	-0.183	-0.82996	0.8284	0.90669	1	0.326	0.286	0.235	0.90186	0.12
GSE17721_LPS_VS_PAM3CSK4_16H_BMDM_DN	170	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_LPS_VS_PAM3CSK4_16H_BMDM_DN	-0.18592	-0.82995	0.8161	0.90555	1	0.206	0.183	0.17	0.90069	0.118
GSE17721_PAM3CSK4_VS_CPG_24H_BMDM_DN	172	http://www.broadinstitute.org/gsea/msigdb/cards/GSE17721_PAM3CSK4_VS_CPG_24H_BMDM_DN	-0.16947	-0.829	0.7934	0.90645	1	0.25	0.231	0.195	0.90156	0.119
GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_DN	133	http://www.broadinstitute.org/gsea/msigdb/cards/GSE11057_EFF_MEM_VS_CENT_MEM_CD4_TCELL_DN	-0.19008	-0.82752	0.8132	0.90854	1	0.286	0.237	0.22	0.90435	0.12
GSE7460_CD8_TCELL_VS_TREG_ACT_UP	159	http://www.broadinstitute.org/gsea/msigdb/cards/GSE7460_CD8_TCELL_VS_TREG_ACT_UP	-0.19054	-0.82693	0.8202	0.90866	1	0.208	0.179	0.173	0.90476	0.12
GSE14350_IL2RB_KO_VS_WT_TREG_DN	156	http://www.broadinstitute.org/gsea/msigdb/cards/GSE14350_IL2RB_KO_VS_WT_TREG_DN	-0.22001	-0.82593	0.7562	0.90974	1	0.224	0.178	0.187	0.9052	0.124
